remote_addr,remote_usr,time_local,request_method,request_url,http_version,request_body,status,body_bytes_sent,http_referer,http_user_agent,http_x_forwarded_for,host,server_name,request_time
10.0.0.2,-,06/Apr/2023:04:02:36 +0000,GET,/js/react-dom.production.min.js,HTTP/1.1,-,304,0,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.002
10.0.0.2,-,06/Apr/2023:04:02:36 +0000,GET,/js/react-bootstrap.js,HTTP/1.1,-,304,0,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.003
10.0.0.2,-,06/Apr/2023:04:02:36 +0000,GET,/js/babel.min.js,HTTP/1.1,-,304,0,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.001
10.0.0.2,-,06/Apr/2023:04:02:36 +0000,GET,/js/app.js,HTTP/1.1,-,304,0,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.002
10.0.0.2,-,06/Apr/2023:04:02:36 +0000,GET,/items,HTTP/1.1,-,304,0,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.108
10.0.0.2,-,06/Apr/2023:04:02:36 +0000,GET,/css/font-awesome/fa-regular-400.woff2,HTTP/1.1,-,304,0,http://localhost/css/font-awesome/all.min.css,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.002
10.0.0.2,-,06/Apr/2023:04:02:36 +0000,GET,/css/font-awesome/fa-solid-900.woff2,HTTP/1.1,-,304,0,http://localhost/css/font-awesome/all.min.css,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.040
10.0.0.2,-,06/Apr/2023:04:02:56 +0000,GET,/,HTTP/1.1,-,304,0,-,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.001
10.0.0.2,-,06/Apr/2023:04:02:56 +0000,GET,/css/bootstrap.min.css,HTTP/1.1,-,304,0,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.001
10.0.0.2,-,06/Apr/2023:04:02:56 +0000,GET,/css/font-awesome/all.min.css,HTTP/1.1,-,304,0,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.002
10.0.0.2,-,06/Apr/2023:04:02:56 +0000,GET,/css/styles.css,HTTP/1.1,-,304,0,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.003
10.0.0.2,-,06/Apr/2023:04:02:56 +0000,GET,/js/react.production.min.js,HTTP/1.1,-,304,0,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.004
10.0.0.2,-,06/Apr/2023:04:02:56 +0000,GET,/js/react-dom.production.min.js,HTTP/1.1,-,304,0,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.004
10.0.0.2,-,06/Apr/2023:04:02:56 +0000,GET,/js/react-bootstrap.js,HTTP/1.1,-,304,0,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.004
10.0.0.2,-,06/Apr/2023:04:02:56 +0000,GET,/js/babel.min.js,HTTP/1.1,-,304,0,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.005
10.0.0.2,-,06/Apr/2023:04:02:56 +0000,GET,/js/app.js,HTTP/1.1,-,304,0,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.066
10.0.0.2,-,06/Apr/2023:04:02:56 +0000,GET,/items,HTTP/1.1,-,304,0,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.006
10.0.0.2,-,06/Apr/2023:04:03:07 +0000,POST,/items,HTTP/1.1,"{""name"":""Add some thing new""}",200,91,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.383
10.0.0.2,-,06/Apr/2023:04:12:26 +0000,GET,/,HTTP/1.1,-,304,0,-,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.002
10.0.0.2,-,06/Apr/2023:04:12:27 +0000,GET,/css/bootstrap.min.css,HTTP/1.1,-,304,0,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.002
10.0.0.2,-,06/Apr/2023:04:12:27 +0000,GET,/css/font-awesome/all.min.css,HTTP/1.1,-,304,0,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.002
10.0.0.2,-,06/Apr/2023:04:12:27 +0000,GET,/css/styles.css,HTTP/1.1,-,304,0,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.002
10.0.0.2,-,06/Apr/2023:04:12:27 +0000,GET,/js/react.production.min.js,HTTP/1.1,-,304,0,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.002
10.0.0.2,-,06/Apr/2023:04:12:27 +0000,GET,/js/react-dom.production.min.js,HTTP/1.1,-,304,0,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.002
10.0.0.2,-,06/Apr/2023:04:12:27 +0000,GET,/js/react-bootstrap.js,HTTP/1.1,-,304,0,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.002
10.0.0.2,-,06/Apr/2023:04:12:27 +0000,GET,/js/babel.min.js,HTTP/1.1,-,304,0,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.003
10.0.0.2,-,06/Apr/2023:04:12:27 +0000,GET,/js/app.js,HTTP/1.1,-,200,5371,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.006
10.0.0.2,-,06/Apr/2023:04:12:27 +0000,GET,/favicon.ico,HTTP/1.1,-,499,0,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.000
10.0.0.2,-,06/Apr/2023:04:12:27 +0000,GET,/items,HTTP/1.1,-,200,170,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.004
10.0.0.2,-,06/Apr/2023:04:12:29 +0000,DELETE,/items/8fda2373-7982-464d-bee2-3f6b9fa78ef7,HTTP/1.1,-,200,2,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.054
10.0.0.2,-,06/Apr/2023:04:12:31 +0000,PUT,/items/c34a4dca-d724-43f3-a34b-908a6688a26b,HTTP/1.1,"{""name"":""Add some thing new"",""completed"":true}",200,90,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.067
10.0.0.2,-,06/Apr/2023:04:13:15 +0000,PUT,/items/c34a4dca-d724-43f3-a34b-908a6688a26b,HTTP/1.1,"{""name"":""Add some thing new"",""completed"":false}",200,91,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.066
10.0.0.2,-,06/Apr/2023:04:29:57 +0000,GET,/,HTTP/1.1,-,200,858,-,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.008
10.0.0.2,-,06/Apr/2023:04:29:57 +0000,GET,/,HTTP/1.1,-,304,0,-,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.001
10.0.0.2,-,06/Apr/2023:04:29:57 +0000,GET,/css/bootstrap.min.css,HTTP/1.1,-,304,0,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.001
10.0.0.2,-,06/Apr/2023:04:29:57 +0000,GET,/css/font-awesome/all.min.css,HTTP/1.1,-,304,0,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.001
10.0.0.2,-,06/Apr/2023:04:29:57 +0000,GET,/css/styles.css,HTTP/1.1,-,304,0,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.001
10.0.0.2,-,06/Apr/2023:04:29:57 +0000,GET,/js/react.production.min.js,HTTP/1.1,-,304,0,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.000
10.0.0.2,-,06/Apr/2023:04:29:57 +0000,GET,/js/babel.min.js,HTTP/1.1,-,304,0,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.001
10.0.0.2,-,06/Apr/2023:04:29:57 +0000,GET,/js/react-dom.production.min.js,HTTP/1.1,-,304,0,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.001
10.0.0.2,-,06/Apr/2023:04:29:57 +0000,GET,/js/react-bootstrap.js,HTTP/1.1,-,304,0,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.001
10.0.0.2,-,06/Apr/2023:04:29:57 +0000,GET,/,HTTP/1.1,-,304,0,-,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.002
10.0.0.2,-,06/Apr/2023:04:29:57 +0000,GET,/css/bootstrap.min.css,HTTP/1.1,-,304,0,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.001
10.0.0.2,-,06/Apr/2023:04:29:57 +0000,GET,/css/font-awesome/all.min.css,HTTP/1.1,-,304,0,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.000
10.0.0.2,-,06/Apr/2023:04:29:57 +0000,GET,/css/styles.css,HTTP/1.1,-,304,0,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.001
10.0.0.2,-,06/Apr/2023:04:29:57 +0000,GET,/js/react.production.min.js,HTTP/1.1,-,304,0,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.001
10.0.0.2,-,06/Apr/2023:04:29:57 +0000,GET,/js/react-bootstrap.js,HTTP/1.1,-,304,0,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.002
10.0.0.2,-,06/Apr/2023:04:29:57 +0000,GET,/js/react-dom.production.min.js,HTTP/1.1,-,304,0,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.002
10.0.0.2,-,06/Apr/2023:04:29:57 +0000,GET,/js/babel.min.js,HTTP/1.1,-,304,0,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.003
10.0.0.2,-,06/Apr/2023:04:29:58 +0000,GET,/,HTTP/1.1,-,304,0,-,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.001
10.0.0.2,-,06/Apr/2023:04:29:58 +0000,GET,/,HTTP/1.1,-,304,0,-,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.001
10.0.0.2,-,06/Apr/2023:04:29:58 +0000,GET,/css/bootstrap.min.css,HTTP/1.1,-,304,0,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.001
10.0.0.2,-,06/Apr/2023:04:29:58 +0000,GET,/css/font-awesome/all.min.css,HTTP/1.1,-,304,0,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.001
10.0.0.2,-,06/Apr/2023:04:29:58 +0000,GET,/css/styles.css,HTTP/1.1,-,304,0,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.002
10.0.0.2,-,06/Apr/2023:04:29:58 +0000,GET,/js/react.production.min.js,HTTP/1.1,-,304,0,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.002
10.0.0.2,-,06/Apr/2023:04:29:58 +0000,GET,/js/react-dom.production.min.js,HTTP/1.1,-,304,0,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.002
10.0.0.2,-,06/Apr/2023:04:29:58 +0000,GET,/js/react-bootstrap.js,HTTP/1.1,-,304,0,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.003
10.0.0.2,-,06/Apr/2023:04:29:58 +0000,GET,/js/babel.min.js,HTTP/1.1,-,304,0,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.003
10.0.0.2,-,06/Apr/2023:04:29:58 +0000,GET,/,HTTP/1.1,-,304,0,-,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.001
10.0.0.2,-,06/Apr/2023:04:29:58 +0000,GET,/css/bootstrap.min.css,HTTP/1.1,-,304,0,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.002
10.0.0.2,-,06/Apr/2023:04:29:58 +0000,GET,/css/font-awesome/all.min.css,HTTP/1.1,-,304,0,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.002
10.0.0.2,-,06/Apr/2023:04:29:58 +0000,GET,/css/styles.css,HTTP/1.1,-,304,0,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.001
10.0.0.2,-,06/Apr/2023:04:29:58 +0000,GET,/js/react.production.min.js,HTTP/1.1,-,304,0,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.002
10.0.0.2,-,06/Apr/2023:04:29:58 +0000,GET,/js/react-dom.production.min.js,HTTP/1.1,-,304,0,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.001
10.0.0.2,-,06/Apr/2023:04:29:58 +0000,GET,/js/react-bootstrap.js,HTTP/1.1,-,304,0,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.002
10.0.0.2,-,06/Apr/2023:04:29:58 +0000,GET,/js/babel.min.js,HTTP/1.1,-,304,0,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.002
10.0.0.2,-,06/Apr/2023:04:29:59 +0000,GET,/,HTTP/1.1,-,304,0,-,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.001
10.0.0.2,-,06/Apr/2023:04:29:59 +0000,GET,/css/bootstrap.min.css,HTTP/1.1,-,304,0,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.001
10.0.0.2,-,06/Apr/2023:04:29:59 +0000,GET,/css/font-awesome/all.min.css,HTTP/1.1,-,304,0,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.001
