remote_addr,remote_usr,time_local,request_method,request_url,http_version,request_body,status,body_bytes_sent,http_referer,http_user_agent,http_x_forwarded_for,host,server_name,request_time
10.0.0.2,-,07/Apr/2023:03:29:05 +0000,GET,/css/font-awesome/fa-solid-900.woff2,HTTP/1.1,-,304,0,http://localhost/css/font-awesome/all.min.css,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.001
10.0.0.2,-,07/Apr/2023:03:29:07 +0000,DELETE,/items/9a10a70d-7a63-4edb-a081-f69c53c88a5d,HTTP/1.1,-,200,2,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.011
10.0.0.2,-,07/Apr/2023:03:29:30 +0000,GET,/,HTTP/1.1,-,200,858,-,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",-,127.0.0.1,_,0.048
10.0.0.2,-,07/Apr/2023:03:29:31 +0000,GET,/css/bootstrap.min.css,HTTP/1.1,-,200,155758,http://127.0.0.1/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",-,127.0.0.1,_,0.041
10.0.0.2,-,07/Apr/2023:03:29:31 +0000,GET,/css/font-awesome/all.min.css,HTTP/1.1,-,200,56302,http://127.0.0.1/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",-,127.0.0.1,_,0.040
10.0.0.2,-,07/Apr/2023:03:29:31 +0000,GET,/css/styles.css,HTTP/1.1,-,200,534,http://127.0.0.1/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",-,127.0.0.1,_,0.039
10.0.0.2,-,07/Apr/2023:03:29:31 +0000,GET,/js/react.production.min.js,HTTP/1.1,-,200,12682,http://127.0.0.1/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",-,127.0.0.1,_,0.040
10.0.0.2,-,07/Apr/2023:03:29:31 +0000,GET,/js/react-dom.production.min.js,HTTP/1.1,-,200,108002,http://127.0.0.1/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",-,127.0.0.1,_,0.041
10.0.0.2,-,07/Apr/2023:03:29:31 +0000,GET,/js/react-bootstrap.js,HTTP/1.1,-,200,545877,http://127.0.0.1/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",-,127.0.0.1,_,0.042
10.0.0.2,-,07/Apr/2023:03:29:31 +0000,GET,/js/babel.min.js,HTTP/1.1,-,200,791236,http://127.0.0.1/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",-,127.0.0.1,_,0.102
10.0.0.2,-,07/Apr/2023:03:29:31 +0000,GET,/js/app.js,HTTP/1.1,-,200,5371,http://127.0.0.1/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",-,127.0.0.1,_,0.002
10.0.0.2,-,07/Apr/2023:03:29:31 +0000,GET,/favicon.ico,HTTP/1.1,-,404,150,http://127.0.0.1/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",-,127.0.0.1,_,0.002
10.0.0.2,-,07/Apr/2023:03:29:31 +0000,GET,/items,HTTP/1.1,-,200,2,http://127.0.0.1/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",-,127.0.0.1,_,0.002
10.0.0.2,-,07/Apr/2023:03:34:18 +0000,GET,/,HTTP/1.1,-,304,0,-,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.000
10.0.0.2,-,07/Apr/2023:03:34:18 +0000,GET,/css/bootstrap.min.css,HTTP/1.1,-,304,0,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.001
10.0.0.2,-,07/Apr/2023:03:34:18 +0000,GET,/css/font-awesome/all.min.css,HTTP/1.1,-,304,0,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.002
10.0.0.2,-,07/Apr/2023:03:34:18 +0000,GET,/css/styles.css,HTTP/1.1,-,304,0,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.002
10.0.0.2,-,07/Apr/2023:03:34:18 +0000,GET,/js/react.production.min.js,HTTP/1.1,-,304,0,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.002
10.0.0.2,-,07/Apr/2023:03:34:18 +0000,GET,/js/react-dom.production.min.js,HTTP/1.1,-,304,0,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.003
10.0.0.2,-,07/Apr/2023:03:34:18 +0000,GET,/js/react-bootstrap.js,HTTP/1.1,-,304,0,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.004
10.0.0.2,-,07/Apr/2023:03:34:18 +0000,GET,/js/babel.min.js,HTTP/1.1,-,304,0,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.004
10.0.0.2,-,07/Apr/2023:03:34:18 +0000,GET,/js/app.js,HTTP/1.1,-,304,0,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.001
10.0.0.2,-,07/Apr/2023:03:34:18 +0000,GET,/items,HTTP/1.1,-,200,2,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.001
10.0.0.2,-,07/Apr/2023:03:34:36 +0000,POST,/items,HTTP/1.1,"{""name"":""ad""}",200,75,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.273
10.0.0.2,-,07/Apr/2023:03:34:36 +0000,GET,/css/font-awesome/fa-regular-400.woff2,HTTP/1.1,-,304,0,http://localhost/css/font-awesome/all.min.css,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.003
10.0.0.2,-,07/Apr/2023:03:34:36 +0000,GET,/css/font-awesome/fa-solid-900.woff2,HTTP/1.1,-,304,0,http://localhost/css/font-awesome/all.min.css,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.032
10.0.0.2,-,07/Apr/2023:03:39:21 +0000,PUT,/items/7686f0be-386a-4000-bf53-9b9815b22515,HTTP/1.1,"{""name"":""ad"",""completed"":true}",200,74,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.066
10.0.0.2,-,07/Apr/2023:03:39:23 +0000,PUT,/items/7686f0be-386a-4000-bf53-9b9815b22515,HTTP/1.1,"{""name"":""ad"",""completed"":false}",200,75,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.064
10.0.0.2,-,07/Apr/2023:06:32:24 +0000,GET,/,HTTP/1.1,-,304,0,-,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",-,127.0.0.1,_,0.003
10.0.0.2,-,07/Apr/2023:06:32:24 +0000,GET,/css/bootstrap.min.css,HTTP/1.1,-,304,0,http://127.0.0.1/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",-,127.0.0.1,_,0.001
10.0.0.2,-,07/Apr/2023:06:32:24 +0000,GET,/js/react-bootstrap.js,HTTP/1.1,-,304,0,http://127.0.0.1/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",-,127.0.0.1,_,0.004
10.0.0.2,-,07/Apr/2023:06:32:24 +0000,GET,/css/font-awesome/all.min.css,HTTP/1.1,-,304,0,http://127.0.0.1/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",-,127.0.0.1,_,0.005
10.0.0.2,-,07/Apr/2023:06:32:24 +0000,GET,/css/styles.css,HTTP/1.1,-,304,0,http://127.0.0.1/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",-,127.0.0.1,_,0.005
10.0.0.2,-,07/Apr/2023:06:32:24 +0000,GET,/js/react.production.min.js,HTTP/1.1,-,304,0,http://127.0.0.1/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",-,127.0.0.1,_,0.005
10.0.0.2,-,07/Apr/2023:06:32:24 +0000,GET,/js/react-dom.production.min.js,HTTP/1.1,-,304,0,http://127.0.0.1/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",-,127.0.0.1,_,0.005
10.0.0.2,-,07/Apr/2023:06:32:24 +0000,GET,/js/babel.min.js,HTTP/1.1,-,304,0,http://127.0.0.1/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",-,127.0.0.1,_,0.004
10.0.0.2,-,07/Apr/2023:06:32:24 +0000,GET,/js/app.js,HTTP/1.1,-,304,0,http://127.0.0.1/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",-,127.0.0.1,_,0.000
10.0.0.2,-,07/Apr/2023:06:32:24 +0000,GET,/items,HTTP/1.1,-,200,77,http://127.0.0.1/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",-,127.0.0.1,_,0.001
10.0.0.2,-,07/Apr/2023:06:32:24 +0000,GET,/css/font-awesome/fa-regular-400.woff2,HTTP/1.1,-,200,13584,http://127.0.0.1/css/font-awesome/all.min.css,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",-,127.0.0.1,_,0.038
10.0.0.2,-,07/Apr/2023:06:32:24 +0000,GET,/css/font-awesome/fa-solid-900.woff2,HTTP/1.1,-,200,75408,http://127.0.0.1/css/font-awesome/all.min.css,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",-,127.0.0.1,_,0.039
10.0.0.2,-,07/Apr/2023:06:32:25 +0000,GET,/,HTTP/1.1,-,304,0,-,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",-,127.0.0.1,_,0.003
10.0.0.2,-,07/Apr/2023:06:32:25 +0000,GET,/css/bootstrap.min.css,HTTP/1.1,-,304,0,http://127.0.0.1/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",-,127.0.0.1,_,0.005
10.0.0.2,-,07/Apr/2023:06:32:25 +0000,GET,/css/font-awesome/all.min.css,HTTP/1.1,-,304,0,http://127.0.0.1/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",-,127.0.0.1,_,0.005
10.0.0.2,-,07/Apr/2023:06:32:25 +0000,GET,/css/styles.css,HTTP/1.1,-,304,0,http://127.0.0.1/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",-,127.0.0.1,_,0.005
10.0.0.2,-,07/Apr/2023:06:32:25 +0000,GET,/js/react.production.min.js,HTTP/1.1,-,304,0,http://127.0.0.1/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",-,127.0.0.1,_,0.062
10.0.0.2,-,07/Apr/2023:06:32:25 +0000,GET,/js/react-dom.production.min.js,HTTP/1.1,-,304,0,http://127.0.0.1/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",-,127.0.0.1,_,0.061
10.0.0.2,-,07/Apr/2023:06:32:25 +0000,GET,/js/react-bootstrap.js,HTTP/1.1,-,304,0,http://127.0.0.1/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",-,127.0.0.1,_,0.062
10.0.0.2,-,07/Apr/2023:06:32:25 +0000,GET,/js/babel.min.js,HTTP/1.1,-,304,0,http://127.0.0.1/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",-,127.0.0.1,_,0.055
10.0.0.2,-,07/Apr/2023:06:32:25 +0000,GET,/js/app.js,HTTP/1.1,-,304,0,http://127.0.0.1/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",-,127.0.0.1,_,0.001
10.0.0.2,-,07/Apr/2023:06:32:25 +0000,GET,/items,HTTP/1.1,-,304,0,http://127.0.0.1/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",-,127.0.0.1,_,0.001
10.0.0.2,-,07/Apr/2023:06:32:25 +0000,GET,/,HTTP/1.1,-,304,0,-,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",-,127.0.0.1,_,0.002
10.0.0.2,-,07/Apr/2023:06:32:25 +0000,GET,/css/bootstrap.min.css,HTTP/1.1,-,304,0,http://127.0.0.1/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",-,127.0.0.1,_,0.002
10.0.0.2,-,07/Apr/2023:06:32:25 +0000,GET,/css/font-awesome/all.min.css,HTTP/1.1,-,304,0,http://127.0.0.1/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",-,127.0.0.1,_,0.004
10.0.0.2,-,07/Apr/2023:06:32:25 +0000,GET,/css/styles.css,HTTP/1.1,-,304,0,http://127.0.0.1/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",-,127.0.0.1,_,0.003
10.0.0.2,-,07/Apr/2023:06:32:25 +0000,GET,/js/react.production.min.js,HTTP/1.1,-,304,0,http://127.0.0.1/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",-,127.0.0.1,_,0.004
10.0.0.2,-,07/Apr/2023:06:32:25 +0000,GET,/js/react-dom.production.min.js,HTTP/1.1,-,304,0,http://127.0.0.1/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",-,127.0.0.1,_,0.004
10.0.0.2,-,07/Apr/2023:06:32:25 +0000,GET,/js/react-bootstrap.js,HTTP/1.1,-,304,0,http://127.0.0.1/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",-,127.0.0.1,_,0.004
10.0.0.2,-,07/Apr/2023:06:32:25 +0000,GET,/js/babel.min.js,HTTP/1.1,-,304,0,http://127.0.0.1/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",-,127.0.0.1,_,0.003
10.0.0.2,-,07/Apr/2023:06:32:25 +0000,GET,/js/app.js,HTTP/1.1,-,304,0,http://127.0.0.1/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",-,127.0.0.1,_,0.039
10.0.0.2,-,07/Apr/2023:06:32:25 +0000,GET,/,HTTP/1.1,-,304,0,-,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",-,127.0.0.1,_,0.001
10.0.0.2,-,07/Apr/2023:06:32:25 +0000,GET,/css/bootstrap.min.css,HTTP/1.1,-,304,0,http://127.0.0.1/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",-,127.0.0.1,_,0.003
10.0.0.2,-,07/Apr/2023:06:32:25 +0000,GET,/css/font-awesome/all.min.css,HTTP/1.1,-,304,0,http://127.0.0.1/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",-,127.0.0.1,_,0.003
10.0.0.2,-,07/Apr/2023:06:32:25 +0000,GET,/js/react.production.min.js,HTTP/1.1,-,304,0,http://127.0.0.1/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",-,127.0.0.1,_,0.003
10.0.0.2,-,07/Apr/2023:06:32:25 +0000,GET,/css/styles.css,HTTP/1.1,-,304,0,http://127.0.0.1/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",-,127.0.0.1,_,0.004
10.0.0.2,-,07/Apr/2023:06:32:25 +0000,GET,/js/react-dom.production.min.js,HTTP/1.1,-,304,0,http://127.0.0.1/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",-,127.0.0.1,_,0.004
10.0.0.2,-,07/Apr/2023:06:32:25 +0000,GET,/js/react-bootstrap.js,HTTP/1.1,-,304,0,http://127.0.0.1/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",-,127.0.0.1,_,0.004
10.0.0.2,-,07/Apr/2023:06:32:25 +0000,GET,/js/babel.min.js,HTTP/1.1,-,304,0,http://127.0.0.1/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",-,127.0.0.1,_,0.001
10.0.0.2,-,07/Apr/2023:06:32:25 +0000,GET,/js/app.js,HTTP/1.1,-,304,0,http://127.0.0.1/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",-,127.0.0.1,_,0.006
10.0.0.2,-,07/Apr/2023:06:32:25 +0000,GET,/items,HTTP/1.1,-,304,0,http://127.0.0.1/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",-,127.0.0.1,_,0.002
10.0.0.2,-,07/Apr/2023:06:32:26 +0000,GET,/,HTTP/1.1,-,304,0,-,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",-,127.0.0.1,_,0.002
10.0.0.2,-,07/Apr/2023:06:32:26 +0000,GET,/css/bootstrap.min.css,HTTP/1.1,-,304,0,http://127.0.0.1/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",-,127.0.0.1,_,0.002
10.0.0.2,-,07/Apr/2023:06:32:26 +0000,GET,/css/font-awesome/all.min.css,HTTP/1.1,-,304,0,http://127.0.0.1/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",-,127.0.0.1,_,0.003
10.0.0.2,-,07/Apr/2023:06:32:26 +0000,GET,/css/styles.css,HTTP/1.1,-,304,0,http://127.0.0.1/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",-,127.0.0.1,_,0.004
10.0.0.2,-,07/Apr/2023:06:32:26 +0000,GET,/js/react-dom.production.min.js,HTTP/1.1,-,304,0,http://127.0.0.1/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",-,127.0.0.1,_,0.004
10.0.0.2,-,07/Apr/2023:06:32:26 +0000,GET,/js/react.production.min.js,HTTP/1.1,-,304,0,http://127.0.0.1/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",-,127.0.0.1,_,0.004
10.0.0.2,-,07/Apr/2023:06:32:26 +0000,GET,/js/react-bootstrap.js,HTTP/1.1,-,304,0,http://127.0.0.1/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",-,127.0.0.1,_,0.005
10.0.0.2,-,07/Apr/2023:06:32:26 +0000,GET,/js/babel.min.js,HTTP/1.1,-,304,0,http://127.0.0.1/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",-,127.0.0.1,_,0.004
10.0.0.2,-,07/Apr/2023:06:32:26 +0000,GET,/js/app.js,HTTP/1.1,-,304,0,http://127.0.0.1/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",-,127.0.0.1,_,0.025
10.0.0.2,-,07/Apr/2023:06:32:26 +0000,GET,/items,HTTP/1.1,-,304,0,http://127.0.0.1/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",-,127.0.0.1,_,0.001
10.0.0.2,-,07/Apr/2023:06:32:26 +0000,GET,/,HTTP/1.1,-,304,0,-,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",-,127.0.0.1,_,0.001
10.0.0.2,-,07/Apr/2023:06:32:26 +0000,GET,/css/bootstrap.min.css,HTTP/1.1,-,304,0,http://127.0.0.1/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",-,127.0.0.1,_,0.002
10.0.0.2,-,07/Apr/2023:06:32:26 +0000,GET,/js/react.production.min.js,HTTP/1.1,-,304,0,http://127.0.0.1/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",-,127.0.0.1,_,0.002
