remote_addr,remote_usr,time_local,request_method,request_url,http_version,request_body,status,body_bytes_sent,http_referer,http_user_agent,http_x_forwarded_for,host,server_name,request_time
10.0.0.2,-,07/Apr/2023:06:32:26 +0000,GET,/css/font-awesome/all.min.css,HTTP/1.1,-,304,0,http://127.0.0.1/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",-,127.0.0.1,_,0.002
10.0.0.2,-,07/Apr/2023:06:32:26 +0000,GET,/css/styles.css,HTTP/1.1,-,304,0,http://127.0.0.1/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",-,127.0.0.1,_,0.003
10.0.0.2,-,07/Apr/2023:06:32:26 +0000,GET,/js/react-dom.production.min.js,HTTP/1.1,-,304,0,http://127.0.0.1/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",-,127.0.0.1,_,0.002
10.0.0.2,-,07/Apr/2023:06:32:26 +0000,GET,/js/react-bootstrap.js,HTTP/1.1,-,304,0,http://127.0.0.1/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",-,127.0.0.1,_,0.002
10.0.0.2,-,07/Apr/2023:06:32:26 +0000,GET,/js/babel.min.js,HTTP/1.1,-,304,0,http://127.0.0.1/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",-,127.0.0.1,_,0.001
10.0.0.2,-,07/Apr/2023:06:32:26 +0000,GET,/js/app.js,HTTP/1.1,-,304,0,http://127.0.0.1/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",-,127.0.0.1,_,0.000
10.0.0.2,-,07/Apr/2023:06:32:26 +0000,GET,/items,HTTP/1.1,-,304,0,http://127.0.0.1/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",-,127.0.0.1,_,0.001
10.0.0.2,-,07/Apr/2023:06:32:26 +0000,GET,/,HTTP/1.1,-,304,0,-,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",-,127.0.0.1,_,0.002
10.0.0.2,-,07/Apr/2023:06:32:26 +0000,GET,/css/bootstrap.min.css,HTTP/1.1,-,304,0,http://127.0.0.1/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",-,127.0.0.1,_,0.004
10.0.0.2,-,07/Apr/2023:06:32:26 +0000,GET,/css/font-awesome/all.min.css,HTTP/1.1,-,304,0,http://127.0.0.1/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",-,127.0.0.1,_,0.005
10.0.0.2,-,07/Apr/2023:06:32:26 +0000,GET,/css/styles.css,HTTP/1.1,-,304,0,http://127.0.0.1/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",-,127.0.0.1,_,0.005
10.0.0.2,-,07/Apr/2023:06:32:26 +0000,GET,/js/react.production.min.js,HTTP/1.1,-,304,0,http://127.0.0.1/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",-,127.0.0.1,_,0.006
10.0.0.2,-,07/Apr/2023:06:32:26 +0000,GET,/js/react-bootstrap.js,HTTP/1.1,-,304,0,http://127.0.0.1/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",-,127.0.0.1,_,0.005
10.0.0.2,-,07/Apr/2023:06:32:26 +0000,GET,/js/react-dom.production.min.js,HTTP/1.1,-,304,0,http://127.0.0.1/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",-,127.0.0.1,_,0.007
10.0.0.2,-,07/Apr/2023:06:32:26 +0000,GET,/js/babel.min.js,HTTP/1.1,-,304,0,http://127.0.0.1/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",-,127.0.0.1,_,0.001
10.0.0.2,-,07/Apr/2023:06:32:26 +0000,GET,/js/app.js,HTTP/1.1,-,304,0,http://127.0.0.1/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",-,127.0.0.1,_,0.015
10.0.0.2,-,07/Apr/2023:06:32:26 +0000,GET,/,HTTP/1.1,-,304,0,-,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",-,127.0.0.1,_,0.001
10.0.0.2,-,07/Apr/2023:06:32:26 +0000,GET,/css/bootstrap.min.css,HTTP/1.1,-,304,0,http://127.0.0.1/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",-,127.0.0.1,_,0.011
10.0.0.2,-,07/Apr/2023:06:32:26 +0000,GET,/css/font-awesome/all.min.css,HTTP/1.1,-,304,0,http://127.0.0.1/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",-,127.0.0.1,_,0.011
10.0.0.2,-,07/Apr/2023:06:32:26 +0000,GET,/css/styles.css,HTTP/1.1,-,304,0,http://127.0.0.1/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",-,127.0.0.1,_,0.011
10.0.0.2,-,07/Apr/2023:06:32:26 +0000,GET,/js/react.production.min.js,HTTP/1.1,-,304,0,http://127.0.0.1/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",-,127.0.0.1,_,0.010
10.0.0.2,-,07/Apr/2023:06:32:26 +0000,GET,/js/react-dom.production.min.js,HTTP/1.1,-,304,0,http://127.0.0.1/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",-,127.0.0.1,_,0.011
10.0.0.2,-,07/Apr/2023:06:32:26 +0000,GET,/js/react-bootstrap.js,HTTP/1.1,-,304,0,http://127.0.0.1/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",-,127.0.0.1,_,0.011
10.0.0.2,-,07/Apr/2023:06:32:26 +0000,GET,/js/babel.min.js,HTTP/1.1,-,304,0,http://127.0.0.1/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",-,127.0.0.1,_,0.000
10.0.0.2,-,07/Apr/2023:06:32:26 +0000,GET,/js/app.js,HTTP/1.1,-,304,0,http://127.0.0.1/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",-,127.0.0.1,_,0.001
10.0.0.2,-,07/Apr/2023:06:32:26 +0000,GET,/items,HTTP/1.1,-,304,0,http://127.0.0.1/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",-,127.0.0.1,_,0.024
10.0.0.2,-,07/Apr/2023:06:32:26 +0000,GET,/,HTTP/1.1,-,304,0,-,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",-,127.0.0.1,_,0.001
10.0.0.2,-,07/Apr/2023:06:32:26 +0000,GET,/css/bootstrap.min.css,HTTP/1.1,-,304,0,http://127.0.0.1/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",-,127.0.0.1,_,0.003
10.0.0.2,-,07/Apr/2023:06:32:26 +0000,GET,/css/font-awesome/all.min.css,HTTP/1.1,-,304,0,http://127.0.0.1/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",-,127.0.0.1,_,0.003
10.0.0.2,-,07/Apr/2023:06:32:26 +0000,GET,/css/styles.css,HTTP/1.1,-,304,0,http://127.0.0.1/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",-,127.0.0.1,_,0.003
10.0.0.2,-,07/Apr/2023:06:32:26 +0000,GET,/js/react.production.min.js,HTTP/1.1,-,304,0,http://127.0.0.1/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",-,127.0.0.1,_,0.004
10.0.0.2,-,07/Apr/2023:06:32:26 +0000,GET,/js/react-bootstrap.js,HTTP/1.1,-,304,0,http://127.0.0.1/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",-,127.0.0.1,_,0.004
10.0.0.2,-,07/Apr/2023:06:32:26 +0000,GET,/js/react-dom.production.min.js,HTTP/1.1,-,304,0,http://127.0.0.1/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",-,127.0.0.1,_,0.004
10.0.0.2,-,07/Apr/2023:06:32:26 +0000,GET,/js/babel.min.js,HTTP/1.1,-,304,0,http://127.0.0.1/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",-,127.0.0.1,_,0.001
10.0.0.2,-,07/Apr/2023:06:32:26 +0000,GET,/js/app.js,HTTP/1.1,-,304,0,http://127.0.0.1/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",-,127.0.0.1,_,0.007
10.0.0.2,-,07/Apr/2023:06:32:26 +0000,GET,/items,HTTP/1.1,-,304,0,http://127.0.0.1/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",-,127.0.0.1,_,0.001
10.0.0.2,-,07/Apr/2023:06:32:26 +0000,GET,/,HTTP/1.1,-,304,0,-,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",-,127.0.0.1,_,0.001
10.0.0.2,-,07/Apr/2023:06:32:26 +0000,GET,/css/bootstrap.min.css,HTTP/1.1,-,304,0,http://127.0.0.1/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",-,127.0.0.1,_,0.004
10.0.0.2,-,07/Apr/2023:06:32:26 +0000,GET,/css/font-awesome/all.min.css,HTTP/1.1,-,304,0,http://127.0.0.1/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",-,127.0.0.1,_,0.004
10.0.0.2,-,07/Apr/2023:06:32:26 +0000,GET,/css/styles.css,HTTP/1.1,-,304,0,http://127.0.0.1/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",-,127.0.0.1,_,0.004
10.0.0.2,-,07/Apr/2023:06:32:26 +0000,GET,/js/react.production.min.js,HTTP/1.1,-,304,0,http://127.0.0.1/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",-,127.0.0.1,_,0.005
10.0.0.2,-,07/Apr/2023:06:32:26 +0000,GET,/js/react-dom.production.min.js,HTTP/1.1,-,304,0,http://127.0.0.1/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",-,127.0.0.1,_,0.004
10.0.0.2,-,07/Apr/2023:06:32:26 +0000,GET,/js/react-bootstrap.js,HTTP/1.1,-,304,0,http://127.0.0.1/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",-,127.0.0.1,_,0.004
10.0.0.2,-,07/Apr/2023:06:32:26 +0000,GET,/js/babel.min.js,HTTP/1.1,-,304,0,http://127.0.0.1/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",-,127.0.0.1,_,0.001
10.0.0.2,-,07/Apr/2023:06:32:26 +0000,GET,/js/app.js,HTTP/1.1,-,304,0,http://127.0.0.1/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",-,127.0.0.1,_,0.001
10.0.0.2,-,07/Apr/2023:06:32:26 +0000,GET,/items,HTTP/1.1,-,304,0,http://127.0.0.1/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",-,127.0.0.1,_,0.001
10.0.0.2,-,07/Apr/2023:06:34:22 +0000,POST,/,HTTP/1.1,{name:,404,140,-,curl/7.81.0,-,localhost,_,0.002
10.0.0.2,-,07/Apr/2023:06:34:57 +0000,POST,/,HTTP/1.1,{name:,404,140,-,curl/7.81.0,-,localhost,_,0.003
10.0.0.2,-,07/Apr/2023:06:36:19 +0000,POST,/,HTTP/1.1,{x22namex22:,404,140,-,curl/7.81.0,-,localhost,_,0.002
10.0.0.2,-,07/Apr/2023:06:36:23 +0000,POST,/,HTTP/1.1,{x22namex22:,404,140,-,curl/7.81.0,-,localhost,_,0.003
10.0.0.2,-,07/Apr/2023:06:36:57 +0000,GET,/,HTTP/1.1,-,304,0,-,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.001
10.0.0.2,-,07/Apr/2023:06:36:57 +0000,GET,/css/bootstrap.min.css,HTTP/1.1,-,304,0,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.001
10.0.0.2,-,07/Apr/2023:06:36:57 +0000,GET,/css/font-awesome/all.min.css,HTTP/1.1,-,304,0,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.002
10.0.0.2,-,07/Apr/2023:06:36:57 +0000,GET,/css/styles.css,HTTP/1.1,-,304,0,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.003
10.0.0.2,-,07/Apr/2023:06:36:57 +0000,GET,/js/react-bootstrap.js,HTTP/1.1,-,304,0,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.000
10.0.0.2,-,07/Apr/2023:06:36:57 +0000,GET,/js/react.production.min.js,HTTP/1.1,-,304,0,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.004
10.0.0.2,-,07/Apr/2023:06:36:57 +0000,GET,/js/react-dom.production.min.js,HTTP/1.1,-,304,0,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.003
10.0.0.2,-,07/Apr/2023:06:36:57 +0000,GET,/js/babel.min.js,HTTP/1.1,-,304,0,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.001
10.0.0.2,-,07/Apr/2023:06:36:57 +0000,GET,/js/app.js,HTTP/1.1,-,304,0,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.001
10.0.0.2,-,07/Apr/2023:06:36:57 +0000,GET,/items,HTTP/1.1,-,200,77,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.002
10.0.0.2,-,07/Apr/2023:06:37:04 +0000,POST,/items,HTTP/1.1,"{""name"":""das""}",200,76,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.065
10.0.0.2,-,07/Apr/2023:06:37:51 +0000,POST,/items,HTTP/1.1,{name:Helloworld},200,63,-,curl/7.81.0,-,localhost,_,0.064
10.0.0.2,-,07/Apr/2023:06:37:58 +0000,GET,/,HTTP/1.1,-,304,0,-,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.001
10.0.0.2,-,07/Apr/2023:06:37:58 +0000,GET,/css/styles.css,HTTP/1.1,-,304,0,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.002
10.0.0.2,-,07/Apr/2023:06:37:58 +0000,GET,/css/bootstrap.min.css,HTTP/1.1,-,304,0,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.003
10.0.0.2,-,07/Apr/2023:06:37:58 +0000,GET,/css/font-awesome/all.min.css,HTTP/1.1,-,304,0,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.003
10.0.0.2,-,07/Apr/2023:06:37:58 +0000,GET,/js/react.production.min.js,HTTP/1.1,-,304,0,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.003
10.0.0.2,-,07/Apr/2023:06:37:58 +0000,GET,/js/react-dom.production.min.js,HTTP/1.1,-,304,0,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.002
10.0.0.2,-,07/Apr/2023:06:37:58 +0000,GET,/js/react-bootstrap.js,HTTP/1.1,-,304,0,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.003
10.0.0.2,-,07/Apr/2023:06:37:58 +0000,GET,/js/babel.min.js,HTTP/1.1,-,304,0,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.002
10.0.0.2,-,07/Apr/2023:06:37:58 +0000,GET,/js/app.js,HTTP/1.1,-,304,0,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.000
10.0.0.2,-,07/Apr/2023:06:37:59 +0000,GET,/items,HTTP/1.1,-,200,230,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.002
10.0.0.2,-,07/Apr/2023:06:39:50 +0000,POST,/items,HTTP/1.1,{name:Helloworld},200,63,-,curl/7.81.0,-,localhost,_,0.063
10.0.0.2,-,07/Apr/2023:06:39:59 +0000,GET,/,HTTP/1.1,-,200,858,-,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.001
10.0.0.2,-,07/Apr/2023:06:39:59 +0000,GET,/css/styles.css,HTTP/1.1,-,200,534,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.001
10.0.0.2,-,07/Apr/2023:06:39:59 +0000,GET,/css/font-awesome/all.min.css,HTTP/1.1,-,200,56302,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.002
10.0.0.2,-,07/Apr/2023:06:39:59 +0000,GET,/css/bootstrap.min.css,HTTP/1.1,-,200,155758,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.002
10.0.0.2,-,07/Apr/2023:06:39:59 +0000,GET,/js/react.production.min.js,HTTP/1.1,-,304,0,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.001
10.0.0.2,-,07/Apr/2023:06:39:59 +0000,GET,/js/react-dom.production.min.js,HTTP/1.1,-,304,0,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.002
10.0.0.2,-,07/Apr/2023:06:39:59 +0000,GET,/js/react-bootstrap.js,HTTP/1.1,-,304,0,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.003
10.0.0.2,-,07/Apr/2023:06:39:59 +0000,GET,/js/babel.min.js,HTTP/1.1,-,304,0,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.002
10.0.0.2,-,07/Apr/2023:06:39:59 +0000,GET,/js/app.js,HTTP/1.1,-,200,5371,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.001
10.0.0.2,-,07/Apr/2023:06:39:59 +0000,GET,/favicon.ico,HTTP/1.1,-,499,0,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.000
10.0.0.2,-,07/Apr/2023:06:39:59 +0000,GET,/items,HTTP/1.1,-,200,306,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.001
10.0.0.2,-,07/Apr/2023:06:40:37 +0000,POST,/items,HTTP/1.1,"{""name"":""dasdasd""}",200,80,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.063
10.0.0.2,-,07/Apr/2023:06:40:50 +0000,POST,/items,HTTP/1.1,"{""name"":""Hello""}",200,78,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.015
10.0.0.2,-,07/Apr/2023:06:41:19 +0000,GET,/,HTTP/1.1,-,304,0,-,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.001
10.0.0.2,-,07/Apr/2023:06:41:19 +0000,GET,/css/bootstrap.min.css,HTTP/1.1,-,304,0,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.001
10.0.0.2,-,07/Apr/2023:06:41:19 +0000,GET,/css/font-awesome/all.min.css,HTTP/1.1,-,304,0,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.001
10.0.0.2,-,07/Apr/2023:06:41:19 +0000,GET,/css/styles.css,HTTP/1.1,-,304,0,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.001
10.0.0.2,-,07/Apr/2023:06:41:19 +0000,GET,/js/react.production.min.js,HTTP/1.1,-,304,0,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.001
10.0.0.2,-,07/Apr/2023:06:41:19 +0000,GET,/js/react-dom.production.min.js,HTTP/1.1,-,304,0,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.002
10.0.0.2,-,07/Apr/2023:06:41:19 +0000,GET,/js/react-bootstrap.js,HTTP/1.1,-,304,0,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.000
10.0.0.2,-,07/Apr/2023:06:41:19 +0000,GET,/js/babel.min.js,HTTP/1.1,-,304,0,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.001
10.0.0.2,-,07/Apr/2023:06:41:19 +0000,GET,/js/app.js,HTTP/1.1,-,304,0,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.001
10.0.0.2,-,07/Apr/2023:06:41:19 +0000,GET,/items,HTTP/1.1,-,200,466,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.002
10.0.0.2,-,07/Apr/2023:06:41:31 +0000,POST,/items,HTTP/1.1,"{""name"":""Hello""}",200,78,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.064
10.0.0.2,-,07/Apr/2023:06:42:12 +0000,GET,/,HTTP/1.1,-,304,0,-,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.000
10.0.0.2,-,07/Apr/2023:06:42:12 +0000,GET,/js/react.production.min.js,HTTP/1.1,-,304,0,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.003
10.0.0.2,-,07/Apr/2023:06:42:12 +0000,GET,/js/react-dom.production.min.js,HTTP/1.1,-,304,0,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.002
10.0.0.2,-,07/Apr/2023:06:42:12 +0000,GET,/js/react-bootstrap.js,HTTP/1.1,-,304,0,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.002
10.0.0.2,-,07/Apr/2023:06:42:12 +0000,GET,/css/bootstrap.min.css,HTTP/1.1,-,304,0,http://localhost/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0,-,localhost,_,0.003
