time,service_avg_cpu_usage_percentage,service_avg_memory_usage_percentage,service_avg_network_receive_bytes,service_avg_network_transmit_bytes,nginx_avg_respone_time,nginx_requests_per_second,nginx_received_http_traffic,nginx_sent_http_traffic
2023-06-16T07:00:02,3.1271075090827876,17.833984375,5891.634698006104,22608.13188002788,0.008890832328325014,621,103339.99999999999,1051948.1818181816
2023-06-16T07:00:07,3.121149728577283,17.958984375,5871.811588572896,22589.99165633561,0.008955246447146854,610,101459.0909090909,1010456.3636363633
2023-06-16T07:00:12,3.1309100106720376,18.02734375,5885.832659248333,22742.976487462016,0.009065821256257734,597,99270,978387.2727272725
2023-06-16T07:00:17,3.1463251619626478,18.162109375,5910.2849108568425,22919.333698734597,0.009255498644391633,590,98583.63636363635,962969.0909090908
2023-06-16T07:00:22,3.1534452914087407,18.029296875,5894.657764633028,22988.667165234696,0.00930488540432281,580,96801.81818181816,995040.9090909091
2023-06-16T07:00:27,3.1625285384864017,18.056640625,5885.7414545516285,23189.19699105126,0.009260699216620146,584,97697.2727272727,1067442.7272727273
2023-06-16T07:00:32,3.1679844490376246,17.974609375,5891.358804122031,23480.72040514303,0.009248792270755911,586,98600,1121971.8181818181
2023-06-16T07:00:37,3.1759852111483093,17.91796875,5900.236491522896,23791.108189789524,0.009260620669101927,614,103014.54545454544,1239429.0909090906
2023-06-16T07:00:42,3.1763871068035305,17.90625,5889.6444399336915,24075.03636794208,0.009252412545460826,628,105520.90909090907,1325280
2023-06-16T07:00:47,3.1817571109640856,18.0078125,5918.059573648345,24583.94077723006,0.009276710684500221,659,110829.09090909091,1410564.5454545452
2023-06-16T07:00:52,3.1864616379120103,18.025390625,5922.993180719387,24755.482978845685,0.009566666666893896,670,112844.07839714918,1436285.953238064
2023-06-16T07:00:57,3.1932506415373423,17.822265625,5913.823032839512,24910.83021085637,0.009702427330165039,689,116121.23195520163,1465364.8958219702
2023-06-16T07:01:02,3.192488550759472,17.87109375,5924.322309568989,25198.06858227162,0.009688268827110864,698,117175.45454545453,1473314.5454545454
2023-06-16T07:01:08,3.1909789095279772,18.1640625,5921.672736846725,25297.26554984355,0.009728339350410476,697,117042.72727272725,1443303.6363636362
2023-06-16T07:01:13,3.1852865102497185,17.861328125,5919.159570654637,25390.62785334082,0.009735735735965454,709,118851.81818181818,1447001.8181818184
2023-06-16T07:01:18,3.1794657715819867,18.029296875,5929.701653559869,25497.896579566965,0.009725937031714605,734,123640.90909090907,1414093.6363636362
2023-06-16T07:01:23,3.1879747577437905,17.8984375,5947.162626228282,25623.943422528984,0.009780131265148288,754,126702.72727272725,1361475.4545454544
2023-06-16T07:01:28,3.200974976678121,17.853515625,5961.0942063645525,25802.923446940018,0.009780581947976185,761,127702.72727272726,1316358.1818181816
2023-06-16T07:01:33,3.2332339338940774,17.873046875,6026.350247160446,26078.58044302791,0.010076470588468351,773,129823.63636363637,1269130.9090909092
2023-06-16T07:01:38,3.245186666417625,18.125,6072.5564152269335,26349.351738373218,0.010049256776682568,788,132409.0909090909,1221844.5454545456
2023-06-16T07:01:43,3.266618535362232,17.849609375,6125.876851130163,26639.848859669928,0.010107888631323095,780,130799.09090909091,1163480.909090909
