time,service_avg_cpu_usage_percentage,service_avg_memory_usage_percentage,service_avg_network_receive_bytes,service_avg_network_transmit_bytes,nginx_avg_respone_time,nginx_requests_per_second,nginx_received_http_traffic,nginx_sent_http_traffic
2023-06-16T03:00:02,3.316475358748907,16.765625,7027.299689247143,22592.48187274991,0.008715189873648253,724,121603.63636363635,370470.909090909
2023-06-16T03:00:07,3.2903708769156816,16.669921875,6975.374396257555,22375.715968502445,0.008692013268922216,725,120837.27272727272,328139.99999999994
2023-06-16T03:00:13,3.2931839585958356,16.81640625,6940.149575255051,22265.55027164709,0.009189147683872882,724,121211.81818181818,286207.2727272727
2023-06-16T03:00:18,3.2822682734531092,16.751953125,6895.37971142271,22068.66172705539,0.009213604741268937,728,121059.99999999999,259885.45454545456
2023-06-16T03:00:23,3.2687456986091665,16.82421875,6868.471178625634,21959.768573378475,0.008652185156673724,730,121822.72727272728,238650.9090909091
2023-06-16T03:00:28,3.267551823960071,16.78125,6866.222540478719,21931.21926552886,0.00878109581948802,744,123879.09090909091,233993.63636363638
2023-06-16T03:00:33,3.2615221737218416,16.71875,6825.036375325684,21871.762596013938,0.008809796769368822,749,124666.36363636365,214948.18181818182
2023-06-16T03:00:38,3.2116498389162995,16.611328125,6692.458276853754,21658.749592941407,0.008805344511611222,749,125216.36363636362,210042.72727272724
2023-06-16T03:00:43,3.245590174457887,16.78515625,6765.71872803995,21788.816881613475,0.008816004211849674,744,124459.0909090909,206815.45454545453
2023-06-16T03:00:48,3.2280798397717123,16.57421875,6722.297624326034,21680.527867376535,0.008853671421240905,744,124330.90909090909,227414.54545454544
2023-06-16T03:00:53,3.2223762228356114,17.015625,6719.615847151883,21614.00768983215,0.008799155450203834,754,126423.63636363634,262496.3636363636
2023-06-16T03:00:58,3.2145970354719977,16.828125,6701.817110702568,21351.05414089295,0.008837221633298517,759,127285.45454545452,299156.36363636365
2023-06-16T03:01:03,3.2162878680234757,16.798828125,6697.663498933314,20948.867135532033,0.00877025232425036,778,131356.36363636362,336252.72727272724
2023-06-16T03:01:08,3.1693607281325886,16.875,6591.900006014609,19950.285169714356,0.008821438047438901,788,132980.9090909091,354172.7272727272
2023-06-16T03:01:13,3.2124960988081486,16.771484375,6687.133976798585,20113.86143655937,0.008835453100370878,801,135801.81818181818,382784.5454545454
2023-06-16T03:01:18,3.2197736150586986,16.63671875,6703.20472454346,19881.31116292527,0.00884297082249243,803,135671.81818181818,395306.3636363636
2023-06-16T03:01:23,3.2076003045617223,16.740234375,6686.939121587248,19522.177378327964,0.008780351437913565,793,133474.54545454544,393349.99999999994
2023-06-16T03:01:28,3.187444955824651,16.8203125,6665.089352791403,19184.88906112431,0.008796646260527103,802,135128.1818181818,402959.99999999994
2023-06-16T03:01:33,3.2036112334055495,16.798828125,6682.192208285564,18924.986263083985,0.008775976614613764,815,137469.99999999997,409635.4545454545
2023-06-16T03:01:38,3.173297967063429,16.92578125,6619.202541844304,18479.660297790375,0.008783834086889476,825,138534.54545454544,415270.909090909
2023-06-16T03:01:43,3.201731715548053,16.697265625,6680.581155806137,18350.143662582672,0.008752994410644767,831,139901.81818181818,386587.2727272727
2023-06-16T03:01:48,3.1899342770473176,16.755859375,6669.9314064567025,18036.585490272093,0.008711702127869857,828,139412.72727272726,368074.5454545454
2023-06-16T03:01:53,3.1928622181529787,16.767578125,6693.917200691689,17876.841962499577,0.008468849840468489,832,140501.81818181815,363517.27272727265
